id,label,summary
mist.v.03,mist||mist.v.03,spray finely or cover with mist
syringe.v.01,syringe||syringe.v.01,spray or irrigate (a body part) with a syringe
spray.v.03,spray||spray.v.03,cover by spraying with a liquid
brush.v.06,brush||brush.v.06,cover by brushing
spray.v.01,spray||spray.v.01,be discharged in sprays of liquid
spatter.v.01,spatter||spatter.v.01,dash a liquid upon or against
puddle.v.07,puddle||puddle.v.07,make a puddle by splashing water
slosh.v.03,slosh||slosh.v.03,spill or splash copiously or clumsily
sprinkle.v.02,sprinkle||sprinkle.v.02,"cause (a liquid) to spatter about, especially with force"
salt.v.02,salt||salt.v.02,sprinkle as if with salt
splash.v.07,splash||splash.v.07,strike and dash about in a liquid
swatter.v.01,swatter||swatter.v.01,splash and flutter about in or as if in water
squirt.v.01,squirt||squirt.v.01,cause to come out in a squirt
extravasate.v.01,extravasate||extravasate.v.01,force out or cause to escape from a proper vessel or channel
drizzle.v.02,drizzle||drizzle.v.02,moisten with fine drops
scatter.v.03,scatter||scatter.v.03,distribute loosely
intersperse.v.01,intersperse||intersperse.v.01,place at intervals in or among
interleave.v.02,interleave||interleave.v.02,intersperse the sectors on the concentric magnetic circular patterns written on a computer disk surface to guide the storing and recording of data
discharge.v.02,discharge||discharge.v.02,pour forth or release
play.v.28,play||play.v.28,discharge or direct or be discharged or directed as if in a continuous stream
bespangle.v.02,bespangle||bespangle.v.02,dot or sprinkle with sparkling or glittering objects
volley.v.03,volley||volley.v.03,"discharge in, or as if in, a volley"
aerosolize.v.01,aerosolize||aerosolize.v.01,disperse as an aerosol
aerosolize.v.02,aerosolize||aerosolize.v.02,become dispersed as an aerosol
strew.v.01,strew||strew.v.01,spread by scattering ( is archaic)
bestrew.v.01,bestrew||bestrew.v.01,cover by strewing
litter.v.02,litter||litter.v.02,make a place messy by strewing garbage around
spread.v.01,spread||spread.v.01,distribute or disperse widely
export.v.03,export||export.v.03,cause to spread in another part of the world
propagate.v.05,propagate||propagate.v.05,transmit or cause to broaden or spread
slather.v.01,slather||slather.v.01,spread thickly
deploy.v.02,deploy||deploy.v.02,to distribute systematically or strategically
redeploy.v.01,redeploy||redeploy.v.01,deploy anew
redistribute.v.01,redistribute||redistribute.v.01,distribute anew
spread.v.02,spread||spread.v.02,become distributed or widespread
catch.v.26,catch||catch.v.26,spread or be communicated
benight.v.02,benight||benight.v.02,"envelop with social, intellectual, or moral darkness"
gather.v.01,gather||gather.v.01,assemble or get together
hive.v.03,hive||hive.v.03,gather into a hive
salvage.v.02,salvage||salvage.v.02,collect discarded or refused material
muster.v.01,muster||muster.v.01,gather or bring together
corral.v.03,corral||corral.v.03,collect or gather
round_up.v.01,round_up||round_up.v.01,seek out and bring together
pick.v.02,pick||pick.v.02,look for and gather
mushroom.v.01,mushroom||mushroom.v.01,pick or gather mushrooms
prawn.v.01,prawn||prawn.v.01,fish for prawns
nut.v.01,nut||nut.v.01,gather nuts
frog.v.01,frog||frog.v.01,hunt frogs for food
snail.v.01,snail||snail.v.01,gather snails
blackberry.v.01,blackberry||blackberry.v.01,pick or gather blackberries
birdnest.v.01,birdnest||birdnest.v.01,gather birdnests
nest.v.04,nest||nest.v.04,gather nests
oyster.v.01,oyster||oyster.v.01,"gather oysters, dig oysters"
sponge.v.05,sponge||sponge.v.05,"gather sponges, in the ocean"
pearl.v.01,pearl||pearl.v.01,"gather pearls, from oysters in the ocean"
clam.v.01,clam||clam.v.01,"gather clams, by digging in the sand by the ocean"
berry.v.01,berry||berry.v.01,pick or gather berries
pluck.v.05,pluck||pluck.v.05,strip of feathers
collect.v.04,collect||collect.v.04,get or bring together
archive.v.01,archive||archive.v.01,put into an archive
scrape.v.05,scrape||scrape.v.05,gather (money or other resources) together over time
nickel-and-dime.v.02,nickel-and-dime||nickel-and-dime.v.02,accumulate gradually
aggregate.v.02,aggregate||aggregate.v.02,"gather in a mass, sum, or whole"
unitize.v.02,unitize||unitize.v.02,make into a unit
beat_up.v.02,beat_up||beat_up.v.02,gather
collate.v.02,collate||collate.v.02,to assemble in proper sequence
lump.v.01,lump||lump.v.01,put together indiscriminately
batch.v.01,batch||batch.v.01,batch together; assemble or process as a batch
bale.v.01,bale||bale.v.01,make into a bale
shock.v.05,shock||shock.v.05,collect or gather into shocks
sandpaper.v.01,sandpaper||sandpaper.v.01,rub with sandpaper
rough-sand.v.01,rough-sand||rough-sand.v.01,sand roughly
sandblast.v.01,sandblast||sandblast.v.01,grind with a sandblast
rasp.v.01,rasp||rasp.v.01,scrape with a rasp
file.v.02,file||file.v.02,smooth with a file
corrugate.v.01,corrugate||corrugate.v.01,fold into ridges
ruffle.v.09,ruffle||ruffle.v.09,pleat or gather into a ruffle
ruffle.v.08,ruffle||ruffle.v.08,disturb the smoothness of
plait.v.02,plait||plait.v.02,weave into plaits
compress.v.02,compress||compress.v.02,squeeze or press together
astringe.v.01,astringe||astringe.v.01,constrict or bind or draw together
straiten.v.02,straiten||straiten.v.02,squeeze together
strangulate.v.02,strangulate||strangulate.v.02,constrict a hollow organ or vessel so as to stop the flow of blood or air
convulse.v.06,convulse||convulse.v.06,"contract involuntarily, as in a spasm"
convulse.v.05,convulse||convulse.v.05,cause to contract
bear_down.v.02,bear_down||bear_down.v.02,contract the abdominal muscles during childbirth to ease delivery
compress.v.01,compress||compress.v.01,make more compact by or as if by pressing
decompress.v.01,decompress||decompress.v.01,restore to its uncompressed form
tuck.v.01,tuck||tuck.v.01,fit snugly into
wall_in.v.01,wall_in||wall_in.v.01,enclose with a wall
brick_in.v.01,brick_in||brick_in.v.01,wall up with brick
embower.v.01,embower||embower.v.01,enclose in a bower
tuck.v.02,tuck||tuck.v.02,make a tuck or several folds in
mangle.v.01,mangle||mangle.v.01,press with a mangle
press.v.04,press||press.v.04,place between two surfaces and apply weight or pressure
iron.v.01,iron||iron.v.01,press and smooth with a heated iron
calender.v.01,calender||calender.v.01,"press between rollers or plates so as to smooth, glaze, or thin into sheets"
roll_out.v.01,roll_out||roll_out.v.01,flatten or spread with a roller
cog.v.01,cog||cog.v.01,roll steel ingots
laminate.v.02,laminate||laminate.v.02,press or beat (metals) into thin sheets
mill.v.04,mill||mill.v.04,roll out (metal) with a rolling machine
ruffle.v.07,ruffle||ruffle.v.07,erect or fluff up
fluff_up.v.01,fluff_up||fluff_up.v.01,make fuller by shaking
preen.v.01,preen||preen.v.01,clean with one's bill
wipe.v.01,wipe||wipe.v.01,rub with a circular motion
sponge.v.01,sponge||sponge.v.01,"wipe with a sponge, so as to clean or moisten"
squeegee.v.01,squeegee||squeegee.v.01,wipe with a squeegee
wipe_off.v.01,wipe_off||wipe_off.v.01,remove by wiping
deterge.v.01,deterge||deterge.v.01,"wipe away; to wash off or out, cleanse; chiefly in medical use: to clear away foul matter from the body"
wipe_up.v.01,wipe_up||wipe_up.v.01,to wash or wipe with or as if with a mop
sponge.v.04,sponge||sponge.v.04,soak up with a sponge
sweep.v.03,sweep||sweep.v.03,sweep with a broom or as if with a broom
sweep.v.06,sweep||sweep.v.06,clean by sweeping
swipe.v.01,swipe||swipe.v.01,strike with a swiping motion
towel.v.01,towel||towel.v.01,wipe with a towel
grate.v.04,grate||grate.v.04,make a grating or grinding sound by rubbing together
grit.v.02,grit||grit.v.02,clench together
clench.v.02,clench||clench.v.02,squeeze together tightly
grit.v.01,grit||grit.v.01,cover with a grit
plate.v.01,plate||plate.v.01,coat with a layer of metal
tin.v.01,tin||tin.v.01,plate with tin
silver.v.01,silver||silver.v.01,coat with a layer of silver or a silver amalgam
nickel.v.01,nickel||nickel.v.01,plate with nickel
electroplate.v.01,electroplate||electroplate.v.01,coat with metal by electrolysis
chrome.v.01,chrome||chrome.v.01,plate with chromium
goldplate.v.01,goldplate||goldplate.v.01,plate with gold
silverplate.v.01,silverplate||silverplate.v.01,plate with silver
hug.v.02,hug||hug.v.02,fit closely or tightly
smite.v.01,smite||smite.v.01,"inflict a heavy blow on, with the hand, a tool, or a weapon"
hook.v.07,hook||hook.v.07,hit with a hook
swat.v.01,swat||swat.v.01,hit swiftly with a violent blow
sock.v.01,sock||sock.v.01,hit hard
beat.v.02,beat||beat.v.02,"give a beating to; subject to a beating, either as a punishment or as an act of aggression"
strong-arm.v.03,strong-arm||strong-arm.v.03,use physical force against
soak.v.05,soak||soak.v.05,beat severely
pistol-whip.v.01,pistol-whip||pistol-whip.v.01,beat with a pistol
whip.v.04,whip||whip.v.04,strike as if by whipping
belabour.v.02,belabour||belabour.v.02,beat soundly
rough_up.v.01,rough_up||rough_up.v.01,treat violently
flagellate.v.01,flagellate||flagellate.v.01,whip
leather.v.01,leather||leather.v.01,whip with a leather strap
horsewhip.v.01,horsewhip||horsewhip.v.01,whip with a whip intended for horses
beat.v.03,beat||beat.v.03,hit repeatedly
full.v.01,full||full.v.01,beat for the purpose of cleaning and thickening
beat.v.20,beat||beat.v.20,strike (water or bushes) repeatedly to rouse animals for hunting
beat.v.11,beat||beat.v.11,"strike (a part of one's own body) repeatedly, as in great emotion or in accompaniment to music"
beetle.v.03,beetle||beetle.v.03,beat with a beetle
bastinado.v.01,bastinado||bastinado.v.01,beat somebody on the soles of the feet
hit.v.03,hit||hit.v.03,"deal a blow to, either with the hand or with an instrument"
bean.v.01,bean||bean.v.01,"hit on the head, especially with a pitched baseball"
pop.v.09,pop||pop.v.09,hit or strike
get.v.19,get||get.v.19,reach with a blow or hit in a particular spot
conk.v.02,conk||conk.v.02,"hit, especially on the head"
cosh.v.01,cosh||cosh.v.01,"hit with a cosh, usually on the head"
brain.v.01,brain||brain.v.01,hit on the head
smash.v.01,smash||smash.v.01,hit hard
crack.v.04,crack||crack.v.04,"hit forcefully; deal a hard blow, making a cracking noise"
ground_out.v.01,ground_out||ground_out.v.01,make an out by hitting the ball on the ground
toe.v.04,toe||toe.v.04,drive (a golf ball) with the toe of the club
shank.v.01,shank||shank.v.01,"hit (a golf ball) with the heel of a club, causing the ball to veer in the wrong direction"
pitch.v.10,pitch||pitch.v.10,hit (a golf ball) in a high arc with a backspin
fly.v.13,fly||fly.v.13,hit a fly
snap.v.09,snap||snap.v.09,put in play with a snap
whang.v.02,whang||whang.v.02,propel or hit with force
undercut.v.04,undercut||undercut.v.04,"strike (the ball) in golf, tennis, or hockey obliquely downward so as to give a backspin or elevation to the shot"
tap.v.01,tap||tap.v.01,cut a female screw thread with a tap
hob.v.01,hob||hob.v.01,cut with a hob
putt.v.01,putt||putt.v.01,"strike (a golf ball) lightly, with a putter"
putt.v.02,putt||putt.v.02,hit a putt
heel.v.04,heel||heel.v.04,strike with the heel of the club
toe.v.03,toe||toe.v.03,hit (a golf ball) with the toe of the club
bunker.v.01,bunker||bunker.v.01,hit a golf ball into a bunker
bounce.v.02,bounce||bounce.v.02,hit something so that it bounces
bounce_out.v.01,bounce_out||bounce_out.v.01,bounce a ball so that it becomes an out
backhand.v.01,backhand||backhand.v.01,hit a tennis ball backhand
foul_out.v.01,foul_out||foul_out.v.01,baseball: hit a ball such that it is caught from an out in foul territory
pop.v.02,pop||pop.v.02,hit a pop-fly
hit.v.01,hit||hit.v.01,cause to move by striking
follow_through.v.01,follow_through||follow_through.v.01,carry a stroke to natural completion after hitting or releasing a ball
shell.v.04,shell||shell.v.04,hit the pitches of hard and regularly
ground.v.09,ground||ground.v.09,hit onto the ground
ground.v.08,ground||ground.v.08,hit a groundball
ground.v.07,ground||ground.v.07,throw to the ground in order to stop play and avoid being tackled behind the line of scrimmage
top.v.07,top||top.v.07,"strike (the top part of a ball in golf, baseball, or pool) giving it a forward spin"
pull.v.13,pull||pull.v.13,hit in the direction that the player is facing when carrying through the swing
kill.v.08,kill||kill.v.08,hit with great force
kill.v.07,kill||kill.v.07,"hit with so much force as to make a return impossible, in racket games"
connect.v.11,connect||connect.v.11,hit or play a ball successfully
drive.v.18,drive||drive.v.18,"hit very hard, as by swinging a bat horizontally"
drive.v.17,drive||drive.v.17,"strike with a driver, as in teeing off"
hole.v.01,hole||hole.v.01,hit the ball into the hole
bunt.v.01,bunt||bunt.v.01,hit a ball in such a way so as to make it go a short distance
snick.v.01,snick||snick.v.01,hit a glancing blow with the edge of the bat
racket.v.03,racket||racket.v.03,hit (a ball) with a racket
dribble.v.03,dribble||dribble.v.03,"propel,"
slice.v.02,slice||slice.v.02,hit a ball and put a spin on it so that it travels in a different direction
hook.v.04,hook||hook.v.04,hit a ball and put a spin on it so that it travels to the left
single.v.01,single||single.v.01,hit a single
double.v.02,double||double.v.02,hit a two-base hit
triple.v.02,triple||triple.v.02,hit a three-base hit
fan.v.01,fan||fan.v.01,"strike out (a batter), (of a pitcher)"
whiff.v.03,whiff||whiff.v.03,strike out by swinging and missing the pitch charged as the third
sandbag.v.03,sandbag||sandbag.v.03,hit something or somebody as if with a sandbag
strike.v.01,strike||strike.v.01,"deliver a sharp blow, as with the hand, fist, or weapon"
sclaff.v.02,sclaff||sclaff.v.02,strike (the ground) in making a sclaff
flog.v.01,flog||flog.v.01,beat severely with a whip or rod
switch.v.06,switch||switch.v.06,flog with or as if with a flexible rod
cowhide.v.01,cowhide||cowhide.v.01,flog with a cowhide
cat.v.01,cat||cat.v.01,beat with a cat-o'-nine-tails
birch.v.01,birch||birch.v.01,whip with a birch twig
manhandle.v.01,manhandle||manhandle.v.01,handle roughly
cane.v.01,cane||cane.v.01,beat with a cane
deck.v.03,deck||deck.v.03,knock down with force
whang.v.01,whang||whang.v.01,beat with force
paste.v.02,paste||paste.v.02,hit with the fists
clout.v.01,clout||clout.v.01,"strike hard, especially with the fist"
cream.v.02,cream||cream.v.02,beat thoroughly and conclusively in a competition or fight
bat.v.01,bat||bat.v.01,"strike with, or as if with a baseball bat"
bat.v.04,bat||bat.v.04,use a bat
bat.v.03,bat||bat.v.03,have a turn at bat
switch-hit.v.01,switch-hit||switch-hit.v.01,bat right-handed against a left-handed and left-handed against a right-handed pitcher
cut.v.08,cut||cut.v.08,hit (a ball) with a spin so that it turns in the opposite direction
knock_cold.v.01,knock_cold||knock_cold.v.01,knock unconscious or senseless
rap.v.01,rap||rap.v.01,strike sharply
knock.v.02,knock||knock.v.02,rap with the knuckles
thump.v.03,thump||thump.v.03,"hit hard with the hand, fist, or some heavy instrument"
smack.v.01,smack||smack.v.01,deliver a hard blow to
belt.v.02,belt||belt.v.02,deliver a blow to
punch.v.01,punch||punch.v.01,deliver a quick blow to
chop.v.04,chop||chop.v.04,"strike sharply, as in some sports"
slug.v.01,slug||slug.v.01,"strike heavily, especially with the fist or a bat"
whack.v.01,whack||whack.v.01,hit hard
pummel.v.01,pummel||pummel.v.01,"strike, usually with the fist"
thrash.v.01,thrash||thrash.v.01,give a thrashing to; beat hard
thrash.v.06,thrash||thrash.v.06,beat the seeds out of a grain
hammer.v.01,hammer||hammer.v.01,beat with or as if with a hammer
sledgehammer.v.01,sledgehammer||sledgehammer.v.01,beat with a sledgehammer
slap.v.01,slap||slap.v.01,"hit with something flat, like a paddle or the open hand"
cuff.v.01,cuff||cuff.v.01,hit with the hand
sclaff.v.01,sclaff||sclaff.v.01,strike (a golf ball) such that the ground is scraped first
clobber.v.01,clobber||clobber.v.01,strike violently and repeatedly
buffet.v.02,buffet||buffet.v.02,"strike, beat repeatedly"
buffet.v.01,buffet||buffet.v.01,strike against forcefully
whisk.v.04,whisk||whisk.v.04,whip with or as if with a wire whisk
cream.v.01,cream||cream.v.01,make creamy by beating
beat.v.10,beat||beat.v.10,stir vigorously
churn.v.01,churn||churn.v.01,stir (cream) vigorously in order to make butter
toss.v.06,toss||toss.v.06,agitate
shuffle.v.03,shuffle||shuffle.v.03,mix so as to make a random order or arrangement
reshuffle.v.01,reshuffle||reshuffle.v.01,shuffle again
riffle.v.04,riffle||riffle.v.04,shuffle (playing cards) by separating the deck into two parts and riffling with the thumbs so the cards intermix
paddle.v.06,paddle||paddle.v.06,stir with a paddle
agitate.v.06,agitate||agitate.v.06,change the arrangement or position of
roil.v.02,roil||roil.v.02,make turbid by stirring up the sediments of
muddle.v.01,muddle||muddle.v.01,make into a puddle
box.v.03,box||box.v.03,engage in a boxing match
spar.v.03,spar||spar.v.03,box lightly
spar.v.02,spar||spar.v.02,fight with spurs
prizefight.v.01,prizefight||prizefight.v.01,box for a prize or money
shadowbox.v.01,shadowbox||shadowbox.v.01,go through boxing motions without an opponent
box.v.02,box||box.v.02,hit with the fist
spank.v.01,spank||spank.v.01,give a spanking to; subject to a spanking
plug_in.v.01,plug_in||plug_in.v.01,plug into an outlet
unplug.v.01,unplug||unplug.v.01,pull the plug of (electrical appliances) and render inoperable
insert.v.01,insert||insert.v.01,put or introduce into something
penetrate.v.06,penetrate||penetrate.v.06,insert the penis into the vagina or anus of
cannulate.v.01,cannulate||cannulate.v.01,introduce a cannula or tube into
input.v.01,input||input.v.01,enter (data or a program) into a computer
instill.v.02,instill||instill.v.02,enter drop by drop
plug.v.01,plug||plug.v.01,fill or close tightly with or as if with a plug
tampon.v.01,tampon||tampon.v.01,plug with a tampon
close.v.15,close||close.v.15,fill or stop up
chink.v.02,chink||chink.v.02,"fill the chinks of, as with caulking"
cork.v.01,cork||cork.v.01,close a bottle with a cork
uncork.v.02,uncork||uncork.v.02,draw the cork from (bottles)
club.v.03,club||club.v.03,strike with a club or a bludgeon
cudgel.v.01,cudgel||cudgel.v.01,strike with a cudgel
poke.v.03,poke||poke.v.03,stir by poking
nuzzle.v.02,nuzzle||nuzzle.v.02,rub noses
embrace.v.02,embrace||embrace.v.02,"squeeze (someone) tightly in your arms, usually with fondness"
clinch.v.04,clinch||clinch.v.04,embrace amorously
cuddle.v.01,cuddle||cuddle.v.01,move or arrange oneself in a comfortable and cozy position
nestle.v.03,nestle||nestle.v.03,position comfortably
cuddle.v.02,cuddle||cuddle.v.02,"hold (a person or thing) close, as for affection, comfort, or warmth"
smooch.v.01,smooch||smooch.v.01,snuggle and lie in a position where one person faces the back of the others
pet.v.01,pet||pet.v.01,stroke or caress gently
gentle.v.03,gentle||gentle.v.03,stroke soothingly
neck.v.01,neck||neck.v.01,"kiss, embrace, or fondle with sexual passion"
sleep_together.v.01,sleep_together||sleep_together.v.01,have sexual intercourse with
take.v.35,take||take.v.35,have sex with; archaic use
fornicate.v.01,fornicate||fornicate.v.01,have sex without being married
swing.v.13,swing||swing.v.13,"engage freely in promiscuous sex, often with the husband or wife of one's friends"
whore.v.02,whore||whore.v.02,have unlawful sex with a whore
wench.v.01,wench||wench.v.01,frequent prostitutes
tread.v.06,tread||tread.v.06,mate with
serve.v.14,serve||serve.v.14,mate with
stand.v.12,stand||stand.v.12,be available for stud services
deflower.v.01,deflower||deflower.v.01,deprive of virginity
seduce.v.01,seduce||seduce.v.01,induce to have sex
copulate.v.01,copulate||copulate.v.01,engage in sexual intercourse
ride.v.14,ride||ride.v.14,copulate with
breed.v.03,breed||breed.v.03,cause to procreate (animals)
mongrelize.v.01,mongrelize||mongrelize.v.01,cause to become a mongrel
backcross.v.01,backcross||backcross.v.01,mate a hybrid of the first generation with one of its parents
crossbreed.v.01,crossbreed||crossbreed.v.01,breed animals or plants using parents of different races and varieties
breed.v.02,breed||breed.v.02,"copulate with a female, used especially of horses"
masturbate.v.02,masturbate||masturbate.v.02,get sexual gratification through self-stimulation
masturbate.v.01,masturbate||masturbate.v.01,stimulate sexually
scarf.v.01,scarf||scarf.v.01,masturbate while strangling oneself
snog.v.01,snog||snog.v.01,"touch with the lips or press the lips (against someone's mouth or other body part) as an expression of love, greeting, etc."
kiss.v.02,kiss||kiss.v.02,touch lightly or gently
smack.v.04,smack||smack.v.04,kiss lightly
tickle.v.03,tickle||tickle.v.03,touch or stroke lightly
lick.v.02,lick||lick.v.02,pass the tongue over
tongue.v.02,tongue||tongue.v.02,lick or explore with the tongue
mouth.v.03,mouth||mouth.v.03,touch with the mouth
bear.v.04,bear||bear.v.04,move while holding up or supporting
spirit_away.v.02,spirit_away||spirit_away.v.02,"carry away rapidly and secretly, as if mysteriously"
bucket.v.02,bucket||bucket.v.02,carry in a bucket
return.v.07,return||return.v.07,make a return
bring.v.04,bring||bring.v.04,go or come after and bring or take back
fetch.v.03,fetch||fetch.v.03,take away or remove
retrieve.v.03,retrieve||retrieve.v.03,"run after, pick up, and bring to the master"
retrieve.v.02,retrieve||retrieve.v.02,go for and bring back
bring.v.06,bring||bring.v.06,be accompanied by
take_away.v.01,take_away||take_away.v.01,"remove from a certain place, environment, or mental or emotional state; transport into a new location or state"
pile.v.03,pile||pile.v.03,place or lay as if in a pile
spirit_away.v.01,spirit_away||spirit_away.v.01,carry off mysteriously; as if by magic
whisk_off.v.02,whisk_off||whisk_off.v.02,take away quickly and suddenly
whisk.v.03,whisk||whisk.v.03,brush or wipe off lightly
transmit.v.04,transmit||transmit.v.04,send from one person or place to another
project.v.03,project||project.v.03,transfer (ideas or principles) from one domain into another
propagate.v.03,propagate||propagate.v.03,transmit
translate.v.04,translate||translate.v.04,bring to a certain spiritual state
pipe_in.v.01,pipe_in||pipe_in.v.01,transport to a destiny through pipes
turn.v.08,turn||turn.v.08,let (something) fall or spill from a container
deflate.v.02,deflate||deflate.v.02,release contained air or gas from
deflate.v.01,deflate||deflate.v.01,collapse by releasing contained air or gas
throw.v.14,throw||throw.v.14,throw (a die) out onto a flat surface
shoot.v.14,shoot||shoot.v.14,"throw dice, as in a crap game"
send.v.02,send||send.v.02,"to cause or order to be taken, directed, or transmitted to another place"
send_in.v.01,send_in||send_in.v.01,mail in; cause to be delivered
mail_out.v.01,mail_out||mail_out.v.01,transmit by mail
mail.v.01,mail||mail.v.01,send via the postal service
pouch.v.02,pouch||pouch.v.02,send by special mail that goes through diplomatic channels
deliver.v.02,deliver||deliver.v.02,"bring to a destination, make a delivery"
misdeliver.v.01,misdeliver||misdeliver.v.01,deliver to the wrong address
serve.v.11,serve||serve.v.11,deliver a warrant or summons to someone
bring.v.02,bring||bring.v.02,cause to come into a particular state or condition
catch.v.04,catch||catch.v.04,take hold of so as to seize or restrain or stop the motion of
recapture.v.04,recapture||recapture.v.04,capture again
snatch.v.01,snatch||snatch.v.01,to grasp hastily or eagerly
swoop.v.03,swoop||swoop.v.03,seize or catch with a swooping motion
reach.v.03,reach||reach.v.03,move forward or upward in order to touch; also in a metaphorical sense
intercept.v.01,intercept||intercept.v.01,seize on its way
cut_off.v.04,cut_off||cut_off.v.04,cut off and stop
prickle.v.03,prickle||prickle.v.03,"make a small hole into, as with a needle or a thorn"
pierce.v.05,pierce||pierce.v.05,make a hole into
bite.v.03,bite||bite.v.03,"penetrate or cut, as with a knife"
pierce.v.04,pierce||pierce.v.04,penetrate or cut through with a sharp instrument
stick.v.13,stick||stick.v.13,pierce or penetrate or puncture with something pointed
stick.v.12,stick||stick.v.12,pierce with a thrust using a pointed instrument
peg.v.02,peg||peg.v.02,pierce with a wooden pin or knock or thrust a wooden pin into
pierce.v.01,pierce||pierce.v.01,cut or make a way through
pick.v.10,pick||pick.v.10,"attack with or as if with a pickaxe of ice or rocky ground, for example"
punch.v.03,punch||punch.v.03,"make a hole into or between, as for ease of separation"
bore.v.02,bore||bore.v.02,"make a hole, especially with a pointed power or hand tool"
spud.v.01,spud||spud.v.01,"initiate drilling operations, as for petroleum"
counter-drill.v.01,counter-drill||counter-drill.v.01,drill in an opposite direction
center_punch.v.01,center_punch||center_punch.v.01,make a small hole in something as a guide for a drill
trepan.v.01,trepan||trepan.v.01,"cut a hole with a trepan, as in surgery"
tunnel.v.02,tunnel||tunnel.v.02,force a way through
funnel.v.01,funnel||funnel.v.01,move or pour through a funnel
transfix.v.02,transfix||transfix.v.02,pierce with a sharp stake or point
skewer.v.01,skewer||skewer.v.01,drive a skewer through
pin.v.03,pin||pin.v.03,pierce with a pin
spear.v.01,spear||spear.v.01,pierce with a spear
horn.v.01,horn||horn.v.01,stab or pierce with a horn or tusk
gore.v.01,gore||gore.v.01,wound by piercing with a sharp or penetrating object or instrument
sting.v.02,sting||sting.v.02,deliver a sting to
gnaw.v.01,gnaw||gnaw.v.01,bite or chew on with the teeth
snap_at.v.01,snap_at||snap_at.v.01,bite off with a quick bite
bite.v.01,bite||bite.v.01,"to grip, cut off, or tear with or as if with the teeth or jaws"
snap.v.12,snap||snap.v.12,bring the jaws together
nibble.v.02,nibble||nibble.v.02,bite gently
nip.v.02,nip||nip.v.02,give a small sharp bite to
nibble.v.01,nibble||nibble.v.01,bite off very small pieces
brandish.v.01,brandish||brandish.v.01,move or swing back and forth
wigwag.v.01,wigwag||wigwag.v.01,send a signal by waving a flag or a light according to a certain code
press.v.01,press||press.v.01,exert pressure or force to or upon
press.v.11,press||press.v.11,make strenuous pushing movements during birth to expel the baby
squeeze.v.02,squeeze||squeeze.v.02,press firmly
pull.v.01,pull||pull.v.01,cause to move by pulling
twitch.v.05,twitch||twitch.v.05,move or pull with a sudden motion
skitter.v.04,skitter||skitter.v.04,twitch the hook of a fishing line through or along the surface of water
pull_back.v.03,pull_back||pull_back.v.03,move to a rearward position; pull towards the back
adduct.v.01,adduct||adduct.v.01,draw a limb towards the body
abduct.v.02,abduct||abduct.v.02,pull away from the body
stretch.v.07,stretch||stretch.v.07,pull in opposite directions
give.v.33,give||give.v.33,be flexible under stress of physical force
transport.v.02,transport||transport.v.02,"move while supporting, either in a vehicle or in one's hands or on one's body"
port.v.05,port||port.v.05,"carry, bear, convey, or bring"
porter.v.01,porter||porter.v.01,carry luggage or supplies
pack.v.04,pack||pack.v.04,"carry, as on one's back"
frogmarch.v.02,frogmarch||frogmarch.v.02,carry someone against his will upside down such that each limb is held by one person
cart.v.02,cart||cart.v.02,transport something in a cart
cart_off.v.01,cart_off||cart_off.v.01,take away by means of a vehicle
fly.v.04,fly||fly.v.04,transport by aeroplane
airlift.v.01,airlift||airlift.v.01,fly people or goods to or from places not accessible by other means
haul.v.02,haul||haul.v.02,transport in a vehicle
pluck.v.04,pluck||pluck.v.04,pull lightly but sharply with a plucking motion
twang.v.04,twang||twang.v.04,pluck (strings of an instrument)
tug.v.01,tug||tug.v.01,pull hard
tug.v.06,tug||tug.v.06,pull or strain hard at
tug.v.05,tug||tug.v.05,move by pulling hard
drag.v.01,drag||drag.v.01,"pull, as against a resistance"
shlep.v.02,shlep||shlep.v.02,"pull along heavily, like a heavy load against a resistance"
trail.v.05,trail||trail.v.05,drag loosely along a surface; allow to sweep the ground
lug.v.01,lug||lug.v.01,carry with difficulty
tow.v.01,tow||tow.v.01,drag behind
tug.v.03,tug||tug.v.03,tow (a vessel) with a tug
haul.v.01,haul||haul.v.01,draw slowly or heavily
bowse.v.01,bowse||bowse.v.01,haul with a tackle
hoist.v.01,hoist||hoist.v.01,raise or haul up with or as if with mechanical help
trice.v.02,trice||trice.v.02,hoist up or in and lash or secure with a small rope
trice.v.01,trice||trice.v.01,raise with a line
hoist.v.03,hoist||hoist.v.03,raise
heave.v.04,heave||heave.v.04,lift or elevate
upheave.v.01,upheave||upheave.v.01,lift forcefully from beneath
weigh_anchor.v.01,weigh_anchor||weigh_anchor.v.01,heave up an anchor in preparation for sailing
heft.v.02,heft||heft.v.02,test the weight of something by lifting it
nip.v.03,nip||nip.v.03,sever or remove by pinching or snipping
pinch.v.01,pinch||pinch.v.01,squeeze tightly between the fingers
goose.v.01,goose||goose.v.01,pinch in the buttocks
crimp.v.01,crimp||crimp.v.01,make ridges into by pinching together
flute.v.01,flute||flute.v.01,form flutes in
groove.v.01,groove||groove.v.01,"make a groove in, or provide with a groove"
dado.v.02,dado||dado.v.02,cut a dado into or fit into a dado
mill.v.03,mill||mill.v.03,produce a ridge around the edge of
percolate.v.05,percolate||percolate.v.05,pass through
percolate.v.04,percolate||percolate.v.04,cause (a solvent) to pass through a permeable substance in order to extract a soluble constituent
percolate.v.03,percolate||percolate.v.03,prepare in a percolator
